,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,risk_factor,emp_length,annual_inc,total_debt,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_credit_rv,dti,loan_is_bad_num,loan_currency_num,K3 - Predicted,K8 - Predicted
348,2000,2000,2000.0,36,17.27,71.58,-3,10.0,61000.0,10742.1,0,1,53.0,0.0,6,0,9891,89.9,22,0.0,0.0,2301.9,2301.9,2000.0,301.9,0.0,0.0,0.0,1517.74,0,53.0,1,0,0.0,217123.0,11000.0,0.17600000000000002,0,0,2,1
351,12100,12100,12100.0,36,17.27,433.03,-3,10.0,54000.0,9925.2,0,1,0.0,0.0,12,0,15812,76.0,21,0.0,0.0,15588.878490000001,15588.88,12100.0,3488.88,0.0,0.0,0.0,432.82,0,0.0,1,0,0.0,27345.0,20800.0,0.184,0,0,2,1
354,11000,11000,11000.0,36,17.27,393.66,-3,10.0,70000.0,9842.0,0,2,0.0,0.0,14,0,12894,57.3,19,0.0,0.0,12580.62,12580.62,9469.51,3111.11,0.0,0.0,0.0,393.66,0,0.0,1,0,0.0,373037.0,22500.0,0.141,1,0,2,1
357,10000,10000,10000.0,36,17.27,357.88,-3,10.0,55000.0,13959.0,0,1,34.0,0.0,8,0,8839,77.5,22,0.0,0.0,11509.98,11509.98,10000.0,1509.98,0.0,0.0,0.0,7587.88,0,41.0,1,0,88.0,29475.0,11400.0,0.254,0,0,2,1
358,10000,10000,10000.0,36,17.27,357.88,-3,8.0,48000.0,6720.0,5,1,15.0,0.0,6,0,4671,88.1,14,0.0,0.0,12377.17476,12377.17,10000.0,2377.17,0.0,0.0,0.0,4875.05,0,15.0,1,0,0.0,11966.0,5300.0,0.14,0,0,2,1
360,5000,5000,5000.0,36,17.27,178.94,-3,10.0,85000.0,18615.0,5,1,21.0,0.0,13,0,7091,72.4,32,0.0,0.0,5806.61,5806.61,5000.0,806.61,0.0,0.0,0.0,3668.33,0,0.0,1,0,0.0,110358.0,9800.0,0.219,0,0,2,1
364,12000,12000,12000.0,36,17.27,429.45,-3,10.0,55000.0,8173.0,2,1,13.0,0.0,12,0,9145,61.4,29,0.0,0.0,15460.0581,15460.06,12000.0,3460.06,0.0,0.0,0.0,429.3,0,116.0,1,0,0.0,11549.0,14900.0,0.149,0,0,2,1
366,10750,10750,10700.0,36,17.27,384.72,-3,3.0,31200.0,4907.76,1,2,22.0,0.0,11,0,8157,85.9,33,0.0,0.0,13153.2688,13092.12,10750.0,2403.27,0.0,0.0,0.0,5856.04,0,22.0,1,0,0.0,140182.0,9500.0,0.157,0,0,2,1
372,6075,6075,6075.0,36,17.27,217.41,-3,1.0,32000.0,6480.0,0,2,74.0,0.0,15,0,7515,47.6,22,0.0,0.0,1185.95,1185.95,529.91,337.53,0.0,318.51,3.03,217.41,0,0.0,1,0,0.0,15742.0,15800.0,0.202,1,0,2,1
374,14100,14100,14100.0,36,17.27,504.61,-3,1.0,100000.0,29390.0,1,3,20.0,0.0,14,0,9523,78.7,20,0.0,0.0,17631.605059999998,17631.61,14100.0,3531.61,0.0,0.0,0.0,6036.22,0,0.0,1,0,0.0,115367.0,12100.0,0.294,0,0,2,1
377,12000,12000,12000.0,36,17.27,429.45,-3,10.0,79880.0,7484.76,3,2,10.0,0.0,13,0,8443,54.1,29,0.0,0.0,15275.68,15275.68,12000.0,3275.68,0.0,0.0,0.0,3680.53,0,28.0,1,0,0.0,10438.0,15600.0,0.094,0,0,2,1
382,5500,5500,5500.0,36,17.27,196.83,-3,10.0,30000.0,2916.0,0,1,38.0,0.0,9,0,9046,61.5,30,0.0,0.0,7009.310597,7009.31,5500.0,1509.31,0.0,0.0,0.0,1510.82,0,49.0,1,0,0.0,9046.0,14700.0,0.097,0,0,2,1
383,6000,6000,6000.0,36,17.27,214.73,-3,5.0,31000.0,8760.6,1,1,11.0,0.0,11,0,4513,39.9,17,0.0,0.0,6841.59,6841.59,6000.0,841.59,0.0,0.0,0.0,4701.93,0,11.0,1,0,0.0,55545.0,11300.0,0.28300000000000003,0,0,2,1
387,8000,8000,8000.0,36,17.27,286.3,-3,10.0,49000.0,5772.2,0,2,42.0,0.0,16,0,9679,46.5,31,0.0,0.0,7725.75,7725.75,5596.54,2129.21,0.0,0.0,0.0,286.3,0,0.0,1,0,0.0,26040.0,20800.0,0.118,1,0,2,1
389,10625,10625,10625.0,36,17.27,380.24,-3,6.0,31000.0,4045.5,1,1,21.0,0.0,10,0,11894,54.3,34,0.0,0.0,5715.42,5715.42,3767.18,1929.24,18.99951327,0.0,0.0,779.49,0,53.0,1,0,0.0,11894.0,21900.0,0.13,1,0,2,1
392,6000,6000,6000.0,36,17.27,214.73,-3,10.0,60000.0,19704.0,0,1,33.0,0.0,13,0,14821,74.9,23,0.0,0.0,7674.58,7674.58,6000.0,1674.58,0.0,0.0,0.0,1447.41,0,0.0,1,0,0.0,179217.0,19800.0,0.328,0,0,2,1
394,9600,9600,9600.0,36,17.27,343.56,-3,2.0,80000.0,22192.0,0,1,54.0,0.0,13,0,7259,48.1,38,0.0,0.0,12003.21495,12003.21,9600.0,2403.21,0.0,0.0,0.0,4112.44,0,54.0,1,0,0.0,210819.0,15100.0,0.277,0,0,2,1
400,10000,10000,10000.0,36,17.27,357.88,-3,10.0,39000.0,6961.5,2,2,19.0,0.0,7,0,4123,43.9,17,0.0,0.0,12858.368840000001,12858.37,10000.0,2858.37,0.0,0.0,0.0,1408.61,0,20.0,1,0,0.0,9013.0,9400.0,0.17800000000000002,0,0,2,1
402,13250,13250,13250.0,36,17.27,474.19,-3,5.0,50000.0,11665.0,0,1,73.0,0.0,17,0,11004,71.9,29,0.0,0.0,17070.42044,17070.42,13250.0,3820.42,0.0,0.0,0.0,473.77,0,73.0,1,0,0.0,22456.0,15300.0,0.233,0,0,2,1
406,4000,4000,4000.0,36,17.27,143.15,-3,7.0,60000.0,5316.0,1,1,13.0,0.0,17,0,15343,50.0,29,0.0,0.0,5121.991586,5121.99,4000.0,1121.99,0.0,0.0,0.0,835.74,0,13.0,1,0,0.0,301396.0,30700.0,0.08900000000000001,0,0,2,1
409,7000,7000,7000.0,36,17.27,250.52,-3,5.0,33000.0,4237.2,0,2,66.0,0.0,11,0,14812,73.0,26,0.0,0.0,9018.286691,9018.29,7000.0,2018.29,0.0,0.0,0.0,250.08,0,66.0,1,0,0.0,56982.0,20300.0,0.128,0,0,2,1
411,7500,7500,7500.0,36,17.27,268.41,-3,0.0,70000.0,18599.0,0,2,57.0,0.0,20,0,29614,90.8,35,0.0,0.0,9662.496038,9662.5,7500.0,2162.5,0.0,0.0,0.0,268.14,0,0.0,1,0,0.0,255026.0,32600.0,0.266,0,0,2,1
412,10000,10000,10000.0,36,17.27,357.88,-3,8.0,54000.0,13667.4,0,1,0.0,0.0,12,0,11694,82.4,22,0.0,0.0,12883.32806,12883.33,10000.0,2883.33,0.0,0.0,0.0,357.52,0,0.0,1,0,0.0,35842.0,14200.0,0.253,0,0,2,1
417,12000,12000,11975.0,36,17.27,429.45,-3,3.0,120000.0,20004.0,1,2,7.0,0.0,11,0,19269,64.7,28,0.0,0.0,15378.133430000002,15346.11,12000.0,3378.13,0.0,0.0,0.0,2506.78,0,0.0,1,0,0.0,37307.0,29800.0,0.16699999999999998,0,0,2,1
418,10000,10000,10000.0,36,17.27,357.88,-3,8.0,60000.0,16620.0,0,1,44.0,0.0,8,0,5674,82.2,15,0.0,0.0,12883.32806,12883.33,10000.0,2883.33,0.0,0.0,0.0,357.52,0,44.0,1,0,0.0,56526.0,6900.0,0.277,0,0,2,1
422,11000,11000,11000.0,36,17.27,393.66,-3,5.0,32300.0,7345.02,0,3,0.0,0.0,12,0,9396,83.9,15,0.0,0.0,11849.16,11849.16,8725.38,3071.97,39.36,12.45,2.240999997,393.66,0,0.0,1,0,0.0,12581.0,11200.0,0.227,1,0,2,1
423,8000,8000,8000.0,36,17.27,286.3,-3,6.0,88000.0,23716.0,0,1,0.0,0.0,15,0,6694,55.8,48,0.0,0.0,10306.7054,10306.71,8000.0,2306.71,0.0,0.0,0.0,286.2,0,0.0,1,0,125.0,143496.0,12000.0,0.27,0,0,2,1
424,2000,2000,2000.0,36,17.27,71.58,-3,1.0,25000.0,3017.5,0,3,30.0,0.0,18,0,6175,36.8,28,0.0,0.0,2028.79,2028.79,2000.0,28.79,0.0,0.0,0.0,2028.93,0,30.0,1,0,0.0,25071.0,16800.0,0.121,0,0,2,1
428,4800,4800,4800.0,36,17.27,171.78,-3,1.0,65000.0,16237.0,0,3,30.0,0.0,23,0,12315,36.5,43,0.0,0.0,4231.97,4231.97,2770.42,1171.22,0.0,290.33,52.2594,171.78,0,0.0,1,0,0.0,98616.0,33700.0,0.25,1,0,2,1
429,7500,7500,7500.0,60,17.27,187.49,-3,4.0,90000.0,28728.0,0,1,0.0,0.0,18,0,75977,82.2,36,3650.67,3650.67,6933.08,6933.08,3849.33,3083.75,0.0,0.0,0.0,187.49,0,0.0,1,0,0.0,271778.0,92400.0,0.319,0,1,2,1
431,6000,6000,6000.0,36,17.27,214.73,-3,2.0,65000.0,14280.5,0,3,0.0,0.0,11,0,14665,83.3,29,0.0,0.0,6775.93,6775.93,6000.0,775.93,0.0,0.0,0.0,4848.78,0,0.0,1,0,0.0,90587.0,17600.0,0.22,0,0,2,1
435,12000,12000,12000.0,36,17.27,429.45,-3,1.0,80000.0,5064.0,0,3,73.0,0.0,15,0,21232,41.1,35,0.0,0.0,15434.40016,15434.4,12000.0,3434.4,0.0,0.0,0.0,1707.0,0,0.0,1,0,0.0,21232.0,51600.0,0.063,0,0,2,1
436,11200,11200,11200.0,36,17.27,400.82,-3,5.0,60400.0,6142.68,0,2,54.0,0.0,14,0,28027,66.1,32,0.0,0.0,12895.51489,12895.51,11200.0,1695.51,0.0,0.0,0.0,97.35,0,0.0,1,0,0.0,208419.0,42400.0,0.102,0,0,2,1
438,3000,3000,3000.0,36,17.27,107.37,-3,6.0,65000.0,11726.0,0,3,46.0,0.0,12,0,5476,49.3,26,0.0,0.0,3731.6146240000003,3731.61,3000.0,731.61,0.0,0.0,0.0,1376.38,0,46.0,1,0,0.0,211835.0,11100.0,0.18,0,0,2,1
442,11000,11000,11000.0,36,17.27,393.66,-3,1.0,85000.0,12095.5,0,1,57.0,0.0,11,0,14793,86.0,30,0.0,0.0,9040.81,9040.81,5662.42,2624.12,0.0,754.27,7.5427,393.66,0,57.0,1,0,0.0,312379.0,17200.0,0.142,1,0,2,1
443,5125,5125,5125.0,36,17.27,183.41,-3,6.0,40000.0,7092.0,0,2,41.0,0.0,10,0,14489,80.5,18,0.0,0.0,6602.743218,6602.74,5125.0,1477.74,0.0,0.0,0.0,183.39,0,0.0,1,0,0.0,164585.0,18000.0,0.177,0,0,2,1
446,10000,10000,10000.0,36,17.27,357.88,-3,10.0,60000.0,10788.0,1,2,10.0,0.0,6,0,12854,61.8,19,0.0,0.0,12883.32806,12883.33,10000.0,2883.33,0.0,0.0,0.0,357.52,0,10.0,1,0,0.0,29917.0,20800.0,0.18,0,0,2,1
447,10000,10000,10000.0,36,17.27,357.88,-3,6.0,56000.0,14806.4,0,1,0.0,0.0,8,0,20315,95.8,14,0.0,0.0,12442.81756,12442.82,10000.0,2442.82,0.0,0.0,0.0,4580.56,0,0.0,1,0,0.0,294071.0,21200.0,0.264,0,0,2,1
450,10500,10500,10500.0,36,17.27,375.77,-3,3.0,30000.0,8484.0,0,1,36.0,0.0,6,0,9039,76.0,24,0.0,0.0,13191.97071,13191.97,10500.0,2691.97,0.0,0.0,0.0,1807.47,0,74.0,1,0,0.0,19098.0,11900.0,0.28300000000000003,0,0,2,1
456,10000,10000,10000.0,36,17.27,357.88,-3,10.0,50000.0,7895.0,2,3,19.0,0.0,6,0,11808,67.9,36,0.0,0.0,11990.919590000001,11990.92,10000.0,1990.92,0.0,0.0,0.0,6280.36,0,44.0,1,0,0.0,294209.0,17400.0,0.158,0,0,2,1
467,9250,9250,9150.0,36,17.27,331.04,-3,10.0,65000.0,11771.5,0,3,0.0,0.0,14,0,15032,89.5,30,0.0,0.0,10838.34,10721.17,9250.0,1588.34,0.0,0.0,0.0,6852.02,0,0.0,1,0,0.0,360664.0,16800.0,0.181,0,0,2,1
472,3000,3000,3000.0,36,17.27,107.37,-3,2.0,56000.0,10029.6,0,1,57.0,0.0,16,0,8759,69.5,28,0.0,0.0,3571.6492479999997,3571.65,3000.0,571.65,0.0,0.0,0.0,1962.54,0,0.0,1,0,835.0,70950.0,12600.0,0.179,0,0,2,1
474,10000,10000,10000.0,36,17.27,357.88,-3,4.0,64000.0,11411.2,0,2,63.0,0.0,10,0,6141,36.6,28,0.0,0.0,11060.77,11060.77,10000.0,1060.77,0.0,0.0,0.0,8565.31,0,63.0,1,0,0.0,34484.0,16800.0,0.17800000000000002,0,0,2,1
482,8000,8000,8000.0,36,17.27,286.3,-3,6.0,81000.0,8901.9,1,2,16.0,0.0,9,0,8101,67.5,17,0.0,0.0,10231.594309999999,10231.59,8000.0,2231.59,0.0,0.0,0.0,1932.57,0,33.0,1,0,0.0,145935.0,12000.0,0.11,0,0,2,1
483,6000,6000,6000.0,36,17.27,214.73,-3,10.0,130000.0,11505.0,2,1,20.0,0.0,10,0,9861,90.5,32,0.0,0.0,7729.975362,7729.98,6000.0,1729.98,0.0,0.0,0.0,214.42,0,28.0,1,0,0.0,351045.0,10900.0,0.08800000000000001,0,0,2,1
490,9250,9250,9250.0,36,17.27,331.04,-3,8.0,42000.0,13440.0,0,2,48.0,0.0,5,0,7233,73.1,22,0.0,0.0,9449.76,9449.76,9250.0,199.76,0.0,0.0,0.0,296.94,0,48.0,1,0,0.0,62319.0,9900.0,0.32,0,0,2,1
502,1600,1600,1600.0,36,17.27,57.26,-3,10.0,45000.0,9468.0,0,1,50.0,0.0,11,0,22181,82.5,30,0.0,0.0,2060.701591,2060.7,1600.0,460.7,0.0,0.0,0.0,58.52,0,0.0,1,0,0.0,22181.0,26900.0,0.21,0,0,2,1
506,4375,4375,4375.0,36,17.27,156.57,-3,10.0,38000.0,11662.2,2,2,11.0,0.0,7,0,6463,77.9,32,0.0,0.0,4453.03,4453.03,4375.0,78.03,0.0,0.0,0.0,29.03,0,0.0,1,0,0.0,175814.0,8300.0,0.307,0,0,2,1
507,5150,5150,5150.0,36,17.27,184.31,-3,6.0,40000.0,9204.0,0,1,56.0,0.0,13,0,10508,69.1,22,0.0,0.0,6635.060821,6635.06,5150.0,1485.06,0.0,0.0,0.0,184.21,0,70.0,1,0,0.0,20219.0,15200.0,0.23,0,0,2,1
515,12000,12000,11975.0,36,17.27,429.45,-3,10.0,45000.0,5305.5,0,1,26.0,0.0,9,0,24008,73.6,27,0.0,0.0,15460.05809,15427.85,12000.0,3460.06,0.0,0.0,0.0,429.3,0,26.0,1,0,0.0,85522.0,32600.0,0.118,0,0,2,1
517,13500,13500,13500.0,36,17.27,483.13,-3,1.0,65000.0,12590.5,0,1,0.0,0.0,10,0,18409,81.3,44,0.0,0.0,2901.23,2901.23,1180.55,1012.32,0.0,708.36,7.08,260.35,0,0.0,1,0,0.0,83098.0,22647.0,0.194,1,0,2,1
522,12000,12000,12000.0,36,17.27,429.45,-3,10.0,115000.0,33798.5,0,1,0.0,0.0,24,0,18654,38.8,53,0.0,0.0,14777.901240000001,14777.9,12000.0,2777.9,0.0,0.0,0.0,4343.77,0,0.0,1,0,214.0,169421.0,48100.0,0.294,0,0,2,1
528,4000,4000,4000.0,36,17.27,143.15,-3,5.0,30000.0,3627.0,4,1,15.0,0.0,10,0,3912,68.6,24,0.0,0.0,5152.446758,5152.45,4000.0,1152.45,0.0,0.0,0.0,144.92,0,20.0,1,0,0.0,12806.0,5700.0,0.121,0,0,2,1
529,9800,9800,9800.0,36,17.27,350.72,-3,6.0,50000.0,10240.0,0,1,30.0,0.0,7,0,3863,52.9,15,0.0,0.0,12194.13032,12194.13,9800.0,2394.13,0.0,0.0,0.0,4488.85,0,30.0,1,0,0.0,231484.0,7300.0,0.205,0,0,2,1
531,6000,6000,6000.0,36,17.27,214.73,-3,5.0,66000.0,10038.6,0,1,29.0,0.0,12,0,14659,77.6,17,0.0,0.0,6579.85,6579.85,6000.0,579.85,0.0,0.0,0.0,166.64,0,29.0,1,0,0.0,16183.0,18900.0,0.152,0,0,2,1
534,8400,8400,8400.0,36,17.27,300.62,-3,7.0,120000.0,22368.0,0,1,0.0,0.0,10,0,9191,95.7,22,0.0,0.0,10805.12605,10805.13,8400.0,2405.13,0.0,0.0,0.0,1195.21,0,0.0,1,0,0.0,63649.0,9600.0,0.18600000000000005,0,0,2,1
538,16000,16000,16000.0,60,17.27,399.97,-3,10.0,67300.0,18722.86,0,2,0.0,0.0,15,0,22444,77.9,30,0.0,0.0,8395.21,8395.21,4124.62,4270.59,0.0,0.0,0.0,399.97,0,0.0,1,0,0.0,141190.0,28800.0,0.278,1,0,2,1
541,9000,9000,9000.0,36,17.27,322.09,-3,6.0,69600.0,12298.32,0,1,24.0,0.0,12,0,14696,94.2,35,0.0,0.0,11080.643409999999,11080.64,9000.0,2080.64,0.0,0.0,0.0,4641.08,0,0.0,1,0,0.0,154398.0,15600.0,0.177,0,0,2,1
543,6650,6650,6650.0,36,17.27,237.99,-3,10.0,72000.0,15624.0,0,1,81.0,0.0,7,0,9130,86.1,19,0.0,0.0,7790.69,7790.69,6650.0,1140.69,0.0,0.0,0.0,4704.43,0,0.0,1,0,0.0,52428.0,10600.0,0.217,0,0,2,1
544,9600,9600,9600.0,36,17.27,343.56,-3,6.0,64000.0,10195.2,0,1,45.0,0.0,8,0,6370,79.6,31,0.0,0.0,11816.37397,11816.37,9600.0,2216.37,0.0,0.0,0.0,4956.53,0,45.0,1,0,0.0,201082.0,8000.0,0.159,0,0,2,1
545,1000,1000,1000.0,36,17.27,35.79,-3,10.0,76000.0,21371.2,0,2,0.0,0.0,10,0,11509,71.5,20,0.0,0.0,1255.659917,1255.66,1000.0,255.66,0.0,0.0,0.0,398.78,0,0.0,1,0,432.0,123033.0,16100.0,0.281,0,0,2,1
547,8500,8500,8500.0,36,17.27,304.2,-3,10.0,118000.0,8696.6,2,1,10.0,0.0,10,0,8331,73.1,24,0.0,0.0,10949.63501,10949.64,8500.0,2449.64,0.0,0.0,0.0,306.16,0,10.0,1,0,0.0,40404.0,11400.0,0.07400000000000001,0,0,2,1
548,5000,5000,5000.0,36,17.27,178.94,-3,3.0,48000.0,8904.0,1,3,8.0,0.0,8,0,12991,77.8,27,0.0,0.0,6439.47915,6439.48,5000.0,1439.48,0.0,0.0,0.0,183.14,0,42.0,1,0,0.0,149660.0,16700.0,0.18600000000000005,0,0,2,1
552,8000,8000,8000.0,36,17.27,286.3,-3,10.0,94000.0,23612.8,0,2,0.0,0.0,9,0,30094,87.2,22,0.0,0.0,9655.003273,9655.0,8000.0,1655.0,0.0,0.0,0.0,2008.8,0,0.0,1,0,0.0,50619.0,34500.0,0.251,0,0,2,1
553,11000,11000,11000.0,36,17.27,393.66,-3,5.0,41500.0,13703.3,2,1,9.0,0.0,11,0,17420,65.0,31,0.0,0.0,14075.53,14075.53,11000.0,3075.53,0.0,0.0,0.0,2659.39,0,23.0,1,0,0.0,39021.0,26800.0,0.33,0,0,2,1
563,1200,1200,1200.0,36,17.27,42.95,-3,8.0,36000.0,10641.6,0,1,79.0,0.0,9,0,6619,80.7,14,0.0,0.0,1545.952117,1545.95,1200.0,345.95,0.0,0.0,0.0,44.73,0,0.0,1,0,0.0,11618.0,8200.0,0.29600000000000004,0,0,2,1
567,12000,12000,12000.0,36,17.27,429.45,-3,6.0,86000.0,2958.4,0,1,0.0,0.0,19,0,12435,28.9,29,0.0,0.0,12668.06,12668.06,12000.0,668.06,0.0,0.0,0.0,3.43,0,0.0,1,0,0.0,12435.0,43100.0,0.034,0,0,2,1
572,5500,5500,5500.0,36,17.27,196.83,-3,0.0,65000.0,12428.0,0,1,26.0,0.0,30,0,11122,13.6,59,0.0,0.0,6936.136089,6936.14,5500.0,1436.14,0.0,0.0,0.0,2022.91,0,0.0,1,0,0.0,253895.0,81500.0,0.191,0,0,2,1
573,4800,4800,4800.0,36,17.27,171.78,-3,0.0,52000.0,12615.2,0,1,38.0,0.0,12,0,5703,54.3,48,0.0,0.0,6170.165335000002,6170.17,4800.0,1370.17,0.0,0.0,0.0,680.73,0,43.0,1,0,905.0,243071.0,10500.0,0.243,0,0,2,1
577,6275,6275,6275.0,60,17.27,156.87,-3,10.0,85200.0,4668.96,1,2,14.0,0.0,15,0,12211,24.7,25,2941.59,2941.59,5957.06,5957.06,3333.41,2623.65,0.0,0.0,0.0,156.87,0,0.0,1,0,0.0,190531.0,49400.0,0.055,0,1,2,1
581,4500,4500,4500.0,36,17.27,161.05,-3,3.0,56000.0,9290.4,1,1,19.0,0.0,24,0,893,28.8,42,0.0,0.0,4977.35,4977.35,4500.0,477.35,0.0,0.0,0.0,3854.25,0,34.0,1,0,0.0,93431.0,3100.0,0.166,0,0,2,1
582,4500,4500,4500.0,36,17.27,161.05,-3,7.0,28000.0,5448.8,0,1,0.0,0.0,19,0,2619,50.4,50,0.0,0.0,4531.0,4531.0,2336.14,1038.07,0.0,1156.79,196.6543,161.05,0,0.0,1,0,0.0,131763.0,5200.0,0.195,1,0,2,1
590,6000,6000,6000.0,36,17.27,214.73,-3,4.0,24000.0,5628.0,0,1,0.0,0.0,17,0,16184,64.5,22,0.0,0.0,7726.298412,7726.3,6000.0,1726.3,0.0,0.0,0.0,221.79,0,0.0,1,0,0.0,16184.0,25100.0,0.234,0,0,2,1
592,8325,8325,8325.0,36,17.27,297.93,-3,8.0,25000.0,7402.5,0,2,0.0,0.0,10,0,10519,73.6,17,0.0,0.0,9107.96,9107.96,8325.0,782.96,0.0,0.0,0.0,7324.13,0,0.0,1,0,0.0,19532.0,14300.0,0.29600000000000004,0,0,2,1
594,5000,5000,5000.0,36,17.27,178.94,-3,4.0,30000.0,7164.0,0,2,45.0,0.0,6,0,4104,77.4,23,0.0,0.0,6221.5793159999985,6221.58,5000.0,1221.58,0.0,0.0,0.0,2290.01,0,70.0,1,0,0.0,20295.0,5300.0,0.239,0,0,2,1
596,12375,12375,12375.0,36,17.27,442.87,-3,10.0,90000.0,19593.0,0,3,0.0,0.0,8,0,23055,95.3,21,0.0,0.0,15609.21076,15609.21,12375.0,3234.21,0.0,0.0,0.0,4545.62,0,0.0,1,0,0.0,264910.0,24200.0,0.218,0,0,2,1
597,8875,8875,8875.0,36,17.27,317.62,-3,8.0,26000.0,3036.8,0,1,27.0,0.0,11,0,5714,44.3,17,0.0,0.0,11191.604940000001,11191.6,8875.0,2316.6,0.0,0.0,0.0,23.54,0,78.0,1,0,171.0,93448.0,12900.0,0.117,0,0,2,1
604,10000,10000,10000.0,36,17.27,357.88,-3,10.0,102000.0,13382.4,0,2,24.0,0.0,12,0,16987,79.4,32,0.0,0.0,12813.55523,12813.56,10000.0,2813.56,0.0,0.0,0.0,2088.11,0,0.0,1,0,0.0,404673.0,21400.0,0.131,0,0,2,1
609,10000,10000,10000.0,36,17.27,357.88,-3,10.0,135000.0,19035.0,1,1,17.0,0.0,9,0,5381,86.8,21,0.0,0.0,12510.40763,12510.41,10000.0,2510.41,0.0,0.0,0.0,5.32,0,0.0,1,0,77.0,348371.0,6200.0,0.141,0,0,2,1
613,7200,7200,7200.0,36,17.27,257.67,-3,10.0,25000.0,5267.5,0,3,46.0,0.0,16,0,6650,34.5,29,0.0,0.0,9271.398566,9271.4,7200.0,2071.4,0.0,0.0,0.0,266.87,0,46.0,1,0,0.0,6650.0,19300.0,0.211,0,0,2,1
615,12000,12000,12000.0,36,17.27,429.45,-3,2.0,45000.0,13752.0,0,1,72.0,0.0,11,0,10541,60.6,25,0.0,0.0,15457.85034,15457.85,12000.0,3457.85,0.0,0.0,0.0,436.46,0,72.0,1,0,0.0,39816.0,17400.0,0.306,0,0,2,1
619,8000,8000,8000.0,36,17.27,286.3,-3,10.0,26880.0,3529.34,0,1,49.0,0.0,15,0,8226,56.0,24,0.0,0.0,10303.454670000001,10303.45,8000.0,2303.45,0.0,0.0,0.0,292.71,0,49.0,1,0,0.0,8226.0,14700.0,0.131,0,0,2,1
625,4300,4300,4300.0,60,17.27,107.5,-3,1.0,27500.0,6864.0,0,1,80.0,0.0,12,0,4791,31.3,22,2016.48,2016.48,4080.36,4080.36,2283.52,1796.84,0.0,0.0,0.0,107.5,0,80.0,1,0,0.0,10440.0,15300.0,0.25,0,1,1,1
626,6000,6000,6000.0,36,17.27,214.73,-3,1.0,41600.0,7741.76,2,1,1.0,0.0,14,0,10215,35.7,22,0.0,0.0,6412.69,6412.69,6000.0,412.69,0.0,0.0,0.0,5556.22,0,0.0,1,0,0.0,176473.0,28600.0,0.18600000000000005,0,0,2,1
636,8000,8000,8000.0,36,17.27,286.3,-3,2.0,124000.0,15698.4,0,2,66.0,0.0,19,0,25568,56.8,26,0.0,0.0,9035.01,9035.01,8000.0,1035.01,0.0,0.0,0.0,6463.85,0,0.0,1,0,0.0,213036.0,45000.0,0.127,0,0,2,1
639,8000,8000,8000.0,36,17.27,286.3,-3,4.0,93000.0,17456.1,1,3,17.0,0.0,12,0,18145,76.6,43,0.0,0.0,2387.52,2387.52,1248.49,751.34,0.0,387.69,3.64,286.3,0,17.0,1,0,0.0,171118.0,23700.0,0.188,1,0,2,1
643,6000,6000,6000.0,36,17.27,214.73,-3,1.0,33035.0,9623.1,0,2,30.0,0.0,12,0,4569,71.4,14,0.0,0.0,7726.208703,7726.21,6000.0,1726.21,0.0,0.0,0.0,432.75,0,63.0,1,0,224.0,48613.0,6400.0,0.29100000000000004,0,0,2,1
650,9325,9325,9325.0,36,17.27,333.72,-3,1.0,35000.0,5855.5,2,1,20.0,0.0,17,0,6829,55.1,38,0.0,0.0,11335.92,11335.92,8664.83,2671.09,0.0,0.0,0.0,333.72,0,20.0,1,0,0.0,26207.0,12400.0,0.16699999999999998,1,0,2,1
652,12000,12000,12000.0,36,17.27,429.45,-3,10.0,90000.0,14301.0,1,1,11.0,0.0,9,0,8810,93.7,22,0.0,0.0,15049.14478,15049.14,12000.0,3049.14,0.0,0.0,0.0,5186.07,0,11.0,1,0,0.0,301179.0,9400.0,0.159,0,0,2,1
659,6000,6000,6000.0,36,17.27,214.73,-3,8.0,49000.0,6874.7,1,1,11.0,0.0,18,0,7273,52.7,24,0.0,0.0,7300.65,7300.65,5547.73,1737.92,15.0,0.0,0.0,220.0,0,0.0,1,0,0.0,68740.0,13800.0,0.14,1,0,2,1
660,2000,2000,2000.0,36,17.27,71.58,-3,6.0,113725.0,22847.35,0,2,0.0,0.0,12,0,31882,90.1,22,0.0,0.0,2322.64,2322.64,2000.0,322.64,0.0,0.0,0.0,1467.33,0,0.0,1,0,0.0,100749.0,35400.0,0.201,0,0,2,1
671,8000,8000,8000.0,36,17.27,286.3,-3,6.0,34000.0,9479.2,0,3,50.0,0.0,10,0,9926,82.7,21,0.0,0.0,10281.67428,10281.67,8000.0,2281.67,0.0,0.0,0.0,1127.89,0,0.0,1,0,0.0,22204.0,12000.0,0.279,0,0,2,1
672,1600,1600,1600.0,36,17.27,57.26,-3,6.0,43000.0,11339.1,0,3,0.0,0.0,12,0,26804,84.6,25,0.0,0.0,2039.136024,2039.14,1600.0,439.14,0.0,0.0,0.0,438.92,0,0.0,1,0,0.0,26804.0,31700.0,0.264,0,0,2,1
